student_id,consent_given,consent_time,method
S0573,False,2025-06-21 01:08:25.383475,form
S0574,True,2024-08-26 06:50:11.474374,email
S0575,False,2023-10-26 10:58:01.629245,form
S0576,False,2024-12-30 21:23:33.600733,form
S0577,False,2024-11-24 07:48:57.729613,email
S0578,True,2024-09-25 03:27:47.044499,email
S0579,False,2024-09-26 17:48:09.298650,digital
S0580,False,2025-01-07 11:53:30.962136,form
S0581,True,2024-08-18 20:17:53.441313,digital
S0582,False,2024-03-28 01:15:59.438056,form
S0583,True,2025-01-17 15:24:29.685904,digital
S0584,False,2024-01-30 00:16:34.602194,form
S0585,False,2024-08-04 05:22:30.866732,digital
S0586,False,2024-09-11 04:20:20.434321,email
S0587,False,2024-09-08 00:05:16.849429,email
S0588,False,2024-12-11 13:29:55.469659,digital
S0589,True,2024-11-03 22:59:46.216393,email
S0590,True,2025-06-13 06:16:59.965699,form
S0591,True,2024-05-25 17:38:53.207346,digital
S0592,True,2025-04-06 23:54:15.937253,email
S0593,False,2024-01-29 09:07:34.890603,digital
S0594,False,2024-07-22 11:43:52.482329,digital
S0595,True,2024-03-20 23:25:47.184171,email
S0596,False,2024-04-03 01:33:56.385708,form
S0597,False,2025-05-22 20:35:57.215471,form
S0598,False,2023-12-25 19:04:00.032648,digital
S0599,True,2024-02-23 19:20:00.820439,form
S0600,True,2023-09-10 16:29:37.087481,digital
S0601,False,2023-07-13 00:41:00.952176,form
S0602,True,2024-06-27 01:10:28.928253,digital
S0603,False,2024-02-08 15:22:12.713307,digital
S0604,True,2024-09-21 11:56:47.765346,digital
S0605,False,2025-06-08 14:23:49.572371,email
S0606,False,2023-11-16 12:45:02.050731,email
S0607,False,2023-11-02 09:54:47.271336,digital
S0608,False,2023-11-13 13:18:18.380736,email
S0609,False,2023-11-09 14:15:51.800986,digital
S0610,False,2025-01-17 12:11:14.305451,email
S0611,False,2025-02-15 00:27:15.669898,form
S0612,False,2024-01-28 13:33:49.011475,digital
S0613,False,2023-10-08 16:47:47.581976,digital
S0614,False,2025-06-04 09:42:04.693787,email
S0615,False,2024-04-17 18:10:58.697451,email
S0616,True,2024-08-09 10:43:44.212392,email
S0617,True,2025-05-12 08:02:17.519898,form
S0618,True,2024-04-20 09:25:04.624101,form
S0619,False,2024-11-19 14:08:26.778894,email
S0620,True,2025-06-19 16:19:51.709090,form
S0621,True,2024-06-06 23:44:40.358081,form
S0622,True,2024-04-13 05:09:54.633712,digital
S0623,True,2023-09-21 11:28:52.503020,digital
S0624,False,2025-01-05 10:09:25.795048,digital
S0625,False,2025-06-06 18:22:19.770718,email
S0626,False,2023-07-19 18:47:49.129971,form
S0627,True,2024-05-15 08:28:26.909106,email
S0628,True,2024-12-25 19:41:10.043598,email
S0629,False,2024-02-08 13:45:55.439155,digital
S0630,True,2025-05-16 08:30:17.937909,form
S0631,False,2024-12-07 15:35:04.556997,email
S0632,True,2024-07-11 08:00:37.818246,form
S0633,False,2023-12-05 11:37:46.861274,form
S0634,True,2024-10-29 00:25:01.128039,digital
S0635,True,2024-09-09 12:43:06.909456,form
S0636,False,2024-03-17 18:39:47.633216,form
S0637,True,2023-12-22 16:45:00.943580,form
S0638,True,2025-05-21 11:49:07.767438,digital
S0639,False,2023-10-06 16:14:56.394899,digital
S0640,True,2025-04-12 18:39:19.908068,form
S0641,False,2024-12-31 11:18:13.977351,digital
S0642,True,2025-02-27 03:34:33.065786,digital
S0643,True,2025-06-13 01:02:24.114793,email
S0644,False,2025-02-21 08:03:58.562665,form
S0645,False,2025-04-12 21:53:58.018242,digital
S0646,False,2025-05-28 18:20:54.327454,form
S0647,False,2025-04-05 15:08:38.053794,digital
S0648,False,2023-09-21 13:02:05.218911,digital
S0649,True,2023-10-09 13:12:15.279744,digital
S0650,True,2024-11-16 06:38:36.309444,email
S0651,False,2024-09-15 02:04:45.574853,digital
S0652,False,2024-03-02 19:56:00.488648,form
S0653,True,2024-08-01 16:57:18.073648,digital
S0654,True,2025-03-08 15:29:38.532363,digital
S0655,False,2023-10-13 01:06:42.214781,form
S0656,False,2024-08-31 20:18:15.931979,form
S0657,True,2024-03-15 12:40:27.997567,digital
S0658,True,2024-11-02 16:45:08.878112,email
S0659,True,2024-05-09 14:57:39.574365,email
S0660,True,2024-01-07 19:47:21.271674,form
S0661,False,2025-01-19 21:26:35.213836,digital
S0662,True,2024-04-01 20:22:35.489356,form
S0663,True,2024-03-29 19:50:05.922343,digital
S0664,True,2024-04-19 17:44:31.143956,email
S0665,False,2023-08-19 16:05:48.303916,email
S0666,True,2025-02-22 05:07:23.354706,form
S0667,False,2023-07-08 09:31:44.698343,email
S0668,False,2024-06-13 12:40:42.324466,digital
S0669,False,2024-05-03 15:20:48.619551,form
S0670,False,2024-10-30 09:06:51.564715,form
S0671,False,2024-11-09 08:35:06.742020,digital
S0672,False,2023-10-11 22:22:46.111739,form
S0673,True,2023-11-13 11:44:33.794069,email
S0674,True,2024-07-17 13:13:07.467202,email
S0675,True,2024-08-17 23:06:57.105384,digital
S0676,True,2025-06-12 16:55:50.531228,email
S0677,False,2024-12-26 15:45:48.890595,digital
S0678,True,2023-12-28 12:27:16.153096,form
S0679,True,2023-11-14 18:29:53.198307,digital
S0680,True,2024-01-08 13:28:12.020035,email
S0681,True,2024-07-27 00:29:15.819539,email
S0682,True,2023-12-20 05:49:36.786560,digital
S0683,True,2025-01-29 03:47:25.406148,digital
S0684,True,2024-02-09 11:31:16.007502,form
S0685,False,2024-07-03 07:49:14.739570,digital
S0686,False,2024-09-26 19:11:04.107974,digital
S0687,False,2023-07-27 02:50:38.528276,digital
S0688,False,2023-07-19 00:06:15.727355,email
S0689,True,2025-05-28 04:21:30.013662,email
S0690,True,2024-06-10 23:06:43.612633,form
S0691,False,2023-12-07 22:08:17.732731,email
S0692,False,2023-07-02 05:55:04.017953,digital
S0693,False,2025-03-11 00:13:35.214636,email
S0694,True,2024-05-09 16:45:33.229984,digital
S0695,True,2024-04-07 20:49:13.250571,digital
S0696,False,2025-04-04 03:13:22.711396,email
S0697,True,2023-08-12 05:17:21.627823,digital
S0698,False,2023-08-06 18:36:30.075234,email
S0699,True,2025-02-25 11:56:15.125019,digital
S0700,True,2025-01-05 00:43:52.428169,form
S0701,True,2024-06-29 13:51:01.249477,form
S0702,False,2023-08-21 07:35:16.443038,digital
S0703,True,2024-10-27 16:18:28.004499,email
S0704,True,2025-02-11 07:53:13.157521,digital
S0705,True,2024-02-27 02:00:01.931673,email
S0706,True,2025-06-04 16:24:26.590187,form
S0707,False,2025-03-12 15:31:56.260920,form
S0708,False,2023-08-01 11:46:19.665592,form
S0709,False,2023-08-14 20:42:32.612279,digital
S0710,True,2024-07-17 01:04:56.679284,email
S0711,False,2024-09-16 14:12:17.742522,email
S0712,False,2024-01-17 11:21:17.506914,digital
S0713,False,2024-01-27 13:04:14.795989,form
S0714,False,2024-09-12 13:11:11.706273,email
S0715,False,2025-03-15 02:54:45.007999,email
S0716,False,2024-02-17 06:13:59.375354,email
S0717,True,2024-05-23 11:54:28.152276,digital
S0718,True,2025-01-12 15:03:55.305040,digital
S0719,False,2025-03-18 19:39:05.066985,form
S0720,False,2024-07-12 15:48:41.720883,digital
S0721,False,2025-03-25 08:25:15.622188,digital
S0722,True,2025-05-21 00:34:11.820820,form
S0723,True,2024-10-08 12:14:55.010483,form
S0724,True,2024-09-27 11:36:02.982021,digital
S0725,True,2023-08-03 05:33:00.451290,digital
S0726,False,2024-03-22 13:39:30.288033,digital
S0727,True,2024-10-05 04:07:25.229220,form
S0728,True,2024-01-10 19:22:11.198428,email
S0729,False,2025-04-11 19:02:07.822739,email
S0730,False,2024-05-14 08:59:08.034549,digital
S0731,False,2024-09-06 22:13:45.740464,digital
S0732,True,2024-04-07 21:57:34.734058,digital
S0733,False,2023-08-08 23:44:52.963867,digital
S0734,False,2025-05-16 06:44:30.019417,email
S0735,True,2025-04-04 06:45:34.595947,digital
S0736,False,2024-12-08 19:59:04.363856,form
S0737,False,2025-01-04 19:41:20.755874,email
S0738,False,2024-04-23 04:30:39.789336,digital
S0739,False,2023-09-30 11:19:52.845711,form
S0740,False,2023-10-05 16:55:58.423392,digital
S0741,True,2023-07-11 16:56:10.019746,digital
S0742,True,2025-01-30 21:34:32.305848,digital
S0743,False,2024-12-23 07:50:29.795139,form
S0744,False,2024-06-20 22:53:12.512437,digital
S0745,False,2024-09-26 07:45:39.462996,digital
S0746,False,2024-06-07 20:06:45.877368,digital
S0747,False,2024-04-03 08:07:42.387214,email
S0748,True,2023-08-01 07:53:49.309784,form
S0749,False,2023-10-23 01:48:34.802145,email
S0750,True,2024-11-19 07:10:33.965582,form
S0751,False,2024-09-09 02:09:58.350810,digital
S0752,False,2025-01-09 07:27:05.415555,email
S0753,False,2024-01-06 00:05:19.946939,form
S0754,True,2024-04-12 16:37:56.011710,email
S0755,False,2024-07-14 05:55:13.075348,email
S0756,True,2024-07-21 05:25:36.060010,digital
S0757,False,2023-08-15 13:06:45.568383,form
S0758,False,2023-11-17 03:04:59.783990,form
S0759,True,2023-11-22 12:46:47.843910,form
S0760,True,2023-12-14 01:01:28.716753,email
S0761,False,2025-05-12 03:00:02.118601,form
S0762,False,2025-05-24 12:11:13.892849,form
S0763,False,2024-02-12 00:08:07.410622,email
S0764,True,2024-11-30 17:20:39.667887,form
S0765,True,2023-10-30 13:58:31.755798,email
S0766,False,2024-03-05 07:33:54.043763,digital
S0767,True,2025-05-29 11:46:08.697484,digital
S0768,False,2023-09-14 21:38:18.033963,digital
S0769,False,2024-07-29 08:53:32.712454,digital
S0770,False,2023-08-24 07:21:48.642357,digital
S0771,True,2023-07-05 06:17:19.607265,email
S0772,True,2025-03-09 01:33:10.258686,email
S0773,True,2025-04-14 06:33:47.320746,form
S0774,True,2023-10-25 11:40:56.319632,email
S0775,False,2023-09-09 17:55:23.245851,email
S0776,True,2024-09-09 21:57:32.182455,email
S0777,False,2023-06-27 19:52:17.561176,digital
S0778,True,2023-09-17 18:07:45.952507,form
S0779,True,2024-12-26 14:17:21.053543,form
S0780,True,2023-12-18 07:45:26.068379,digital
S0781,False,2024-07-06 10:33:38.536760,digital
S0782,True,2024-10-28 15:24:40.819988,form
S0783,True,2023-10-02 04:08:09.033047,form
S0784,False,2024-06-23 14:56:47.842701,email
S0785,False,2024-08-19 08:55:39.783287,email
S0786,False,2024-03-05 11:29:37.898539,email
S0787,False,2023-09-24 01:40:30.527680,form
S0788,False,2023-12-03 22:02:55.056245,digital
S0789,False,2023-08-20 18:57:10.341233,email
S0790,True,2024-10-27 08:36:46.802250,email
S0791,False,2024-01-30 05:49:29.341725,form
S0792,True,2024-01-06 18:32:45.878812,digital
S0793,False,2023-08-02 10:00:11.169599,email
S0794,True,2025-05-29 15:41:22.131644,email
S0795,True,2025-03-20 00:44:40.759156,digital
S0796,True,2024-02-18 10:48:26.856531,digital
S0797,False,2023-10-08 09:03:48.947838,digital
S0798,False,2024-04-11 10:59:51.352083,form
S0799,False,2024-07-04 05:30:49.353440,form
S0800,False,2025-06-07 07:16:32.075181,email
S0801,True,2023-09-04 12:44:33.273338,digital
S0802,False,2024-01-14 15:45:56.519865,email
S0803,False,2025-06-23 06:20:39.250129,email
S0804,False,2023-12-17 06:03:55.018292,email
S0805,True,2023-11-24 03:46:04.212216,form
S0806,False,2023-12-27 04:49:01.252664,digital
S0807,False,2023-09-09 17:12:08.185752,form
S0808,False,2024-06-05 02:31:17.750385,form
S0809,False,2023-09-14 14:05:16.959401,email
S0810,False,2023-10-09 01:13:46.761552,digital
S0811,False,2024-05-30 20:25:05.990380,digital
S0812,False,2025-01-25 06:03:14.090987,email
S0813,True,2024-10-26 22:05:52.640270,email
S0814,True,2023-10-29 21:39:57.511412,email
S0815,False,2023-11-10 19:57:28.814301,form
S0816,True,2023-07-07 17:24:26.910735,email
S0817,False,2023-10-23 10:39:55.156348,form
S0818,True,2023-09-02 21:20:12.950335,digital
S0819,False,2024-06-20 13:47:30.807420,email
S0820,False,2025-02-15 22:42:20.805335,digital
S0821,False,2024-07-23 04:54:05.441085,form
S0822,False,2023-11-07 17:20:17.976088,digital
S0823,True,2024-09-28 10:10:50.132030,digital
S0824,False,2024-01-04 05:10:49.435483,email
S0825,True,2025-05-07 06:18:29.462471,email
S0826,True,2024-04-29 04:38:54.934453,form
S0827,False,2024-08-18 16:52:16.781359,digital
S0828,True,2024-03-01 22:51:27.004254,email
S0829,False,2025-02-22 14:27:44.602341,email
S0830,True,2025-01-20 11:21:28.174316,form
S0831,False,2024-11-10 04:00:47.040556,email
S0832,True,2024-05-12 09:19:31.091279,digital
S0833,True,2025-01-01 02:29:25.694080,form
S0834,False,2025-03-21 12:15:20.500919,email
S0835,True,2023-12-13 16:32:02.594803,digital
S0836,True,2025-02-17 08:10:40.555922,digital
S0837,False,2023-12-22 00:24:13.748415,form
S0838,False,2023-09-19 11:35:56.917574,digital
S0839,False,2024-07-07 21:43:36.842574,form
S0840,False,2024-07-28 12:18:58.829359,form
S0841,True,2025-06-23 23:38:02.575448,digital
S0842,False,2024-04-20 20:02:35.368069,email
S0843,False,2024-02-29 17:38:42.198867,form
S0844,False,2024-08-18 15:12:57.156862,digital
S0845,False,2024-05-20 22:39:32.860541,digital
S0846,True,2024-12-18 03:45:40.962046,digital
S0847,True,2024-06-21 11:43:10.484753,email
S0848,True,2024-11-21 21:13:12.597882,email
S0849,False,2024-07-29 07:21:58.423850,digital
S0850,True,2024-10-04 13:10:26.775468,form
S0851,True,2024-04-16 17:05:57.278137,form
S0852,False,2025-05-04 17:17:46.921820,form
S0853,True,2023-09-22 09:53:30.207260,form
S0854,True,2024-06-10 21:25:39.946309,email
S0855,False,2023-08-11 02:42:40.419223,digital
S0856,True,2025-03-17 08:41:07.864934,form
S0857,False,2024-06-24 03:30:17.212979,form
S0858,True,2025-04-15 03:34:33.778092,email
S0859,True,2024-07-10 01:55:09.611087,digital
S0860,False,2025-02-06 10:17:02.369990,email
S0861,True,2025-03-16 18:36:29.011745,email
S0862,False,2023-07-08 18:47:54.620427,email
S0863,False,2025-01-05 23:12:28.360726,digital
S0864,False,2024-03-28 05:37:44.092035,email
S0865,False,2023-10-10 09:46:19.978580,digital
S0866,True,2024-10-20 19:25:57.013958,email
S0867,True,2023-10-30 08:34:18.717356,email
S0868,False,2023-12-08 01:10:49.731640,digital
S0869,True,2024-03-08 15:33:21.498995,email
S0870,True,2024-10-31 17:55:23.184782,digital
S0871,True,2023-08-29 10:45:20.141979,digital
S0872,True,2024-04-09 19:52:16.355826,email
S0873,False,2025-03-26 12:38:51.385080,form
S0874,True,2024-03-20 20:58:31.729516,digital
S0875,False,2025-01-15 06:44:39.597108,digital
S0876,True,2024-07-25 06:31:29.949232,digital
S0877,True,2024-05-19 05:16:05.730569,digital
S0878,False,2023-09-12 02:48:06.060529,digital
S0879,False,2024-01-06 23:58:46.971967,form
S0880,False,2024-08-16 10:44:02.825734,digital
S0881,False,2024-12-13 13:23:09.764624,email
S0882,True,2024-07-13 09:51:52.230883,digital
S0883,False,2025-01-10 00:34:51.716253,form
S0884,False,2023-11-01 17:58:41.402972,email
S0885,True,2025-06-13 14:27:29.302688,email
S0886,True,2023-10-06 20:07:26.142590,form
S0887,False,2024-08-15 07:18:05.285674,email
S0888,False,2025-06-04 06:18:31.840652,digital
S0889,False,2024-12-29 23:22:42.106753,digital
S0890,False,2025-05-25 00:25:24.808111,digital
S0891,False,2024-08-07 18:00:52.720926,form
S0892,False,2024-07-21 18:06:37.238577,email
S0893,False,2024-11-06 13:48:23.159743,email
S0894,True,2023-12-16 07:28:44.369830,form
S0895,False,2024-09-24 21:31:38.604623,email
S0896,False,2024-07-27 07:19:01.965938,digital
S0897,True,2025-01-19 17:02:01.119818,email
S0898,True,2025-03-22 14:26:59.506751,digital
S0899,False,2025-05-23 16:47:28.778188,form
S0900,False,2023-09-28 04:01:28.757905,form
S0901,False,2025-04-28 11:56:17.329092,email
S0902,False,2025-03-10 00:49:00.147763,email
S0903,True,2025-01-30 16:38:00.580174,digital
S0904,False,2025-05-22 11:13:01.407784,digital
S0905,False,2024-11-13 19:55:00.074620,digital
S0906,True,2023-12-12 08:27:21.977464,digital
S0907,True,2025-03-03 09:07:46.567659,digital
S0908,False,2024-05-08 21:31:20.457117,email
S0909,False,2024-12-03 20:12:16.059702,digital
S0910,True,2024-12-02 01:27:52.898261,form
S0911,False,2023-12-27 16:07:52.596705,form
S0912,True,2025-06-04 08:55:20.635416,email
S0913,True,2024-10-13 02:39:08.139532,email
S0914,False,2024-01-31 06:31:43.181627,form
S0915,True,2024-09-11 20:46:34.232114,email
S0916,True,2025-03-06 13:46:16.230746,digital
S0917,True,2024-09-14 21:13:20.504503,email
S0918,False,2024-08-04 20:08:31.059929,digital
S0919,False,2023-08-14 17:06:43.961363,digital
S0920,True,2023-08-27 20:37:28.269757,form
S0921,False,2024-03-06 19:17:55.196541,digital
S0922,True,2024-09-26 19:36:54.296777,email
S0923,True,2024-07-02 05:35:14.840856,email
S0924,False,2025-05-30 12:35:23.316767,digital
S0925,False,2024-12-27 04:57:28.809378,form
S0926,False,2023-07-23 15:20:54.396821,digital
S0927,True,2024-10-17 19:56:41.198354,email
S0928,True,2023-09-02 10:46:06.233310,form
S0929,True,2025-05-02 04:42:23.307578,digital
S0930,False,2023-12-16 08:33:40.931032,email
S0931,False,2024-07-28 20:19:51.193413,form
S0932,True,2024-05-19 10:28:20.457296,form
S0933,False,2024-06-10 08:48:29.654315,digital
S0934,False,2024-07-25 09:57:13.436150,form
S0935,False,2025-06-06 14:17:15.975553,form
S0936,False,2023-11-10 21:56:02.461124,form
S0937,True,2025-05-09 16:29:31.791727,email
S0938,False,2024-05-22 16:05:19.316694,digital
S0939,True,2024-03-31 09:33:57.815752,form
S0940,True,2023-08-23 11:02:41.936831,form
S0941,True,2024-09-18 00:30:25.095645,email
S0942,False,2024-12-04 00:03:27.447679,digital
S0943,False,2024-10-24 07:15:43.986348,email
S0944,True,2024-05-29 12:52:38.010803,digital
S0945,False,2024-09-15 09:31:43.422715,digital
S0946,True,2024-06-21 05:29:50.794337,form
S0947,False,2024-07-27 09:24:21.380699,digital
S0948,True,2025-03-14 12:39:30.416040,email
S0949,False,2024-08-20 05:12:55.249861,digital
S0950,False,2024-05-11 07:36:59.684736,digital
S0951,False,2024-06-24 16:51:29.258279,digital
S0952,False,2025-03-06 02:49:37.568353,email
S0953,False,2025-02-27 22:24:01.499557,form
S0954,True,2023-09-30 01:50:31.771012,email
S0955,True,2024-07-08 12:02:32.107597,email
S0956,False,2023-11-17 18:35:58.783383,email
S0957,True,2025-06-22 17:25:27.989255,email
S0958,False,2023-07-25 09:04:52.628304,digital
S0959,True,2024-10-09 09:51:18.495299,email
S0960,True,2024-02-14 23:12:10.924536,email
S0961,False,2024-07-14 13:01:34.320224,email
S0962,False,2024-04-13 15:40:54.425081,digital
S0963,False,2023-11-10 12:45:00.286806,form
S0964,True,2024-09-26 04:26:17.685328,digital
S0965,True,2023-12-17 23:08:34.993136,digital
S0966,True,2023-08-04 09:07:28.293295,digital
S0967,True,2024-01-10 05:26:40.641402,digital
S0968,False,2023-07-19 07:52:56.083165,digital
S0969,False,2025-04-11 01:28:24.363716,form
S0970,True,2024-03-16 17:20:23.332779,form
S0971,True,2025-06-22 22:21:10.614352,digital
S0972,True,2024-03-31 18:10:19.967472,digital
S0973,True,2024-09-22 01:11:32.366268,form
S0974,False,2024-11-09 07:33:24.875484,email
S0975,False,2024-08-16 06:33:21.931988,digital
S0976,False,2023-07-19 20:47:31.938534,digital
S0977,False,2023-09-26 16:06:34.364362,email
S0978,True,2024-01-17 17:29:27.981473,form
S0979,False,2024-07-27 05:46:56.686734,email
S0980,True,2025-01-16 01:53:51.320877,form
S0981,False,2024-03-03 18:34:47.820380,digital
S0982,False,2024-03-27 01:47:49.748717,email
S0983,False,2023-12-27 23:44:51.202236,email
S0984,True,2025-05-09 22:12:58.255604,digital
S0985,False,2024-04-09 16:39:21.022131,digital
S0986,True,2024-09-03 02:21:01.306017,digital
S0987,False,2023-11-17 17:47:14.244262,form
S0988,False,2024-03-11 08:42:18.412550,email
S0989,True,2025-02-11 23:53:25.042672,form
S0990,False,2024-01-28 08:52:08.593327,email
S0991,True,2024-10-05 18:07:11.043711,form
S0992,False,2024-10-02 13:49:08.638280,form
S0993,False,2023-10-02 17:08:16.028786,email
S0994,True,2024-07-20 14:49:27.637023,email
S0995,False,2024-08-21 06:49:02.572480,email
S0996,False,2024-01-10 04:08:03.229919,form
S0997,True,2024-04-08 09:18:33.977743,email
S0998,True,2025-03-21 08:33:44.876987,email
S0999,False,2025-03-21 07:08:49.310514,email
